Value,Unit,source,category,type,tech,table,code,codetype,fuel,tech2,ef,unit,reference,pol,region,other,activity,unit_activity,date_activity,emissions
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",PM10,,"",612.160541264237,GJ,2020-07-01,544.822881725171
7.6E-05,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",7.6e-08,g/GJ,"Nielsen et al., 2012",Cu,,"",612.160541264237,GJ,2020-07-01,4.6524201136082e-05
0.00051,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",5.1e-07,g/GJ,"Nielsen et al., 2012",Ni,,"",612.160541264237,GJ,2020-07-01,0.000312201876044761
0.244,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,EU Region,0.244,g/GJ,DBI 2014; Fluxys 2009-2011,SOx,,EU Region,612.160541264237,GJ,2020-07-01,149.367172068474
0.0015,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.5e-06,g/GJ,"Nielsen et al., 2012",Zn,,"",612.160541264237,GJ,2020-07-01,0.000918240811896355
0.00076,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",7.6e-07,g/GJ,"Nielsen et al., 2012",Cr,,"",589.297275189072,GJ,2020-08-01,0.000447865929143695
0.12,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.00012,g/GJ,"Nielsen et al., 2012; DBI 2014",As,,"",589.297275189072,GJ,2020-08-01,0.0707156730226886
0.1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1e-04,g/GJ,"Nielsen et al., 2010",Hg,,"",589.297275189072,GJ,2020-08-01,0.0589297275189072
0.00025,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",2.5e-07,g/GJ,"Nielsen et al., 2012",Cd,,"",589.297275189072,GJ,2020-08-01,0.000147324318797268
0.0015,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.5e-06,g/GJ,"Nielsen et al., 2012",Pb,,"",589.297275189072,GJ,2020-08-01,0.000883945912783608
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",PM2.5,,"",589.297275189072,GJ,2020-08-01,524.474574918274
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",TSP,,"",589.297275189072,GJ,2020-08-01,524.474574918274
0.0112,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.12e-05,g/GJ,"US EPA (1998), chapter 1.4",Se,,"",589.297275189072,GJ,2020-08-01,0.00660012948211761
2.6,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",2.6,g/GJ,"US EPA (1998), chapter 1.4",NMVOC,,"",589.297275189072,GJ,2020-08-01,1532.17291549159
39.3,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",39.3,g/GJ,"US EPA (1998), chapter 1.4",CO,,"",589.297275189072,GJ,2020-08-01,23159.3829149305
89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",89,g/GJ,"US EPA (1998), chapter 1.4",NOx,,"",589.297275189072,GJ,2020-08-01,52447.4574918274
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",PM10,,"",589.297275189072,GJ,2020-08-01,524.474574918274
7.6E-05,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",7.6e-08,g/GJ,"Nielsen et al., 2012",Cu,,"",589.297275189072,GJ,2020-08-01,4.47865929143695e-05
0.00051,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",5.1e-07,g/GJ,"Nielsen et al., 2012",Ni,,"",589.297275189072,GJ,2020-08-01,0.000300541610346427
0.244,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,EU Region,0.244,g/GJ,DBI 2014; Fluxys 2009-2011,SOx,,EU Region,589.297275189072,GJ,2020-08-01,143.788535146134
0.0015,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.5e-06,g/GJ,"Nielsen et al., 2012",Zn,,"",589.297275189072,GJ,2020-08-01,0.000883945912783608
0.00076,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",7.6e-07,g/GJ,"Nielsen et al., 2012",Cr,,"",487.11803629776,GJ,2020-09-01,0.000370209707586298
0.12,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.00012,g/GJ,"Nielsen et al., 2012; DBI 2014",As,,"",487.11803629776,GJ,2020-09-01,0.0584541643557312
0.1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1e-04,g/GJ,"Nielsen et al., 2010",Hg,,"",487.11803629776,GJ,2020-09-01,0.048711803629776
0.00025,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",2.5e-07,g/GJ,"Nielsen et al., 2012",Cd,,"",487.11803629776,GJ,2020-09-01,0.00012177950907444
0.0015,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.5e-06,g/GJ,"Nielsen et al., 2012",Pb,,"",487.11803629776,GJ,2020-09-01,0.00073067705444664
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",PM2.5,,"",487.11803629776,GJ,2020-09-01,433.535052305006
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",TSP,,"",487.11803629776,GJ,2020-09-01,433.535052305006
0.0112,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.12e-05,g/GJ,"US EPA (1998), chapter 1.4",Se,,"",487.11803629776,GJ,2020-09-01,0.00545572200653491
2.6,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",2.6,g/GJ,"US EPA (1998), chapter 1.4",NMVOC,,"",487.11803629776,GJ,2020-09-01,1266.50689437418
39.3,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",39.3,g/GJ,"US EPA (1998), chapter 1.4",CO,,"",487.11803629776,GJ,2020-09-01,19143.738826502
89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",89,g/GJ,"US EPA (1998), chapter 1.4",NOx,,"",487.11803629776,GJ,2020-09-01,43353.5052305006
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",PM10,,"",487.11803629776,GJ,2020-09-01,433.535052305006
7.6E-05,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",7.6e-08,g/GJ,"Nielsen et al., 2012",Cu,,"",487.11803629776,GJ,2020-09-01,3.70209707586298e-05
0.00051,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",5.1e-07,g/GJ,"Nielsen et al., 2012",Ni,,"",487.11803629776,GJ,2020-09-01,0.000248430198511858
0.244,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,EU Region,0.244,g/GJ,DBI 2014; Fluxys 2009-2011,SOx,,EU Region,487.11803629776,GJ,2020-09-01,118.856800856653
0.0015,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.5e-06,g/GJ,"Nielsen et al., 2012",Zn,,"",487.11803629776,GJ,2020-09-01,0.00073067705444664
0.00076,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",7.6e-07,g/GJ,"Nielsen et al., 2012",Cr,,"",472.368047770625,GJ,2020-10-01,0.000358999716305675
0.12,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.00012,g/GJ,"Nielsen et al., 2012; DBI 2014",As,,"",472.368047770625,GJ,2020-10-01,0.056684165732475
0.1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1e-04,g/GJ,"Nielsen et al., 2010",Hg,,"",472.368047770625,GJ,2020-10-01,0.0472368047770625
0.00025,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",2.5e-07,g/GJ,"Nielsen et al., 2012",Cd,,"",472.368047770625,GJ,2020-10-01,0.000118092011942656
0.0015,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.5e-06,g/GJ,"Nielsen et al., 2012",Pb,,"",472.368047770625,GJ,2020-10-01,0.000708552071655937
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",PM2.5,,"",472.368047770625,GJ,2020-10-01,420.407562515856
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",TSP,,"",472.368047770625,GJ,2020-10-01,420.407562515856
0.0112,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.12e-05,g/GJ,"US EPA (1998), chapter 1.4",Se,,"",472.368047770625,GJ,2020-10-01,0.005290522135031
2.6,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",2.6,g/GJ,"US EPA (1998), chapter 1.4",NMVOC,,"",472.368047770625,GJ,2020-10-01,1228.15692420362
39.3,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",39.3,g/GJ,"US EPA (1998), chapter 1.4",CO,,"",472.368047770625,GJ,2020-10-01,18564.0642773856
89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",89,g/GJ,"US EPA (1998), chapter 1.4",NOx,,"",472.368047770625,GJ,2020-10-01,42040.7562515856
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",PM10,,"",472.368047770625,GJ,2020-10-01,420.407562515856
7.6E-05,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",7.6e-08,g/GJ,"Nielsen et al., 2012",Cu,,"",472.368047770625,GJ,2020-10-01,3.58999716305675e-05
0.00051,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",5.1e-07,g/GJ,"Nielsen et al., 2012",Ni,,"",472.368047770625,GJ,2020-10-01,0.000240907704363019
0.244,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,EU Region,0.244,g/GJ,DBI 2014; Fluxys 2009-2011,SOx,,EU Region,472.368047770625,GJ,2020-10-01,115.257803656032
0.0015,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.5e-06,g/GJ,"Nielsen et al., 2012",Zn,,"",472.368047770625,GJ,2020-10-01,0.000708552071655937
0.00076,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",7.6e-07,g/GJ,"Nielsen et al., 2012",Cr,,"",356.42635894568,GJ,2020-11-01,0.000270884032798717
0.12,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.00012,g/GJ,"Nielsen et al., 2012; DBI 2014",As,,"",356.42635894568,GJ,2020-11-01,0.0427711630734816
0.1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1e-04,g/GJ,"Nielsen et al., 2010",Hg,,"",356.42635894568,GJ,2020-11-01,0.035642635894568
0.00025,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",2.5e-07,g/GJ,"Nielsen et al., 2012",Cd,,"",356.42635894568,GJ,2020-11-01,8.910658973642e-05
0.0015,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.5e-06,g/GJ,"Nielsen et al., 2012",Pb,,"",356.42635894568,GJ,2020-11-01,0.00053463953841852
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",PM2.5,,"",356.42635894568,GJ,2020-11-01,317.219459461655
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",TSP,,"",356.42635894568,GJ,2020-11-01,317.219459461655
0.0112,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.12e-05,g/GJ,"US EPA (1998), chapter 1.4",Se,,"",356.42635894568,GJ,2020-11-01,0.00399197522019162
2.6,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",2.6,g/GJ,"US EPA (1998), chapter 1.4",NMVOC,,"",356.42635894568,GJ,2020-11-01,926.708533258768
39.3,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",39.3,g/GJ,"US EPA (1998), chapter 1.4",CO,,"",356.42635894568,GJ,2020-11-01,14007.5559065652
89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",89,g/GJ,"US EPA (1998), chapter 1.4",NOx,,"",356.42635894568,GJ,2020-11-01,31721.9459461655
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",PM10,,"",356.42635894568,GJ,2020-11-01,317.219459461655
7.6E-05,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",7.6e-08,g/GJ,"Nielsen et al., 2012",Cu,,"",356.42635894568,GJ,2020-11-01,2.70884032798717e-05
0.00051,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",5.1e-07,g/GJ,"Nielsen et al., 2012",Ni,,"",356.42635894568,GJ,2020-11-01,0.000181777443062297
0.244,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,EU Region,0.244,g/GJ,DBI 2014; Fluxys 2009-2011,SOx,,EU Region,356.42635894568,GJ,2020-11-01,86.9680315827459
0.0015,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.5e-06,g/GJ,"Nielsen et al., 2012",Zn,,"",356.42635894568,GJ,2020-11-01,0.00053463953841852
0.00076,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",7.6e-07,g/GJ,"Nielsen et al., 2012",Cr,,"",516.151386140076,GJ,2020-12-01,0.000392275053466458
0.12,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.00012,g/GJ,"Nielsen et al., 2012; DBI 2014",As,,"",516.151386140076,GJ,2020-12-01,0.0619381663368091
0.1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1e-04,g/GJ,"Nielsen et al., 2010",Hg,,"",516.151386140076,GJ,2020-12-01,0.0516151386140076
0.00025,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",2.5e-07,g/GJ,"Nielsen et al., 2012",Cd,,"",516.151386140076,GJ,2020-12-01,0.000129037846535019
0.0015,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.5e-06,g/GJ,"Nielsen et al., 2012",Pb,,"",516.151386140076,GJ,2020-12-01,0.000774227079210114
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",PM2.5,,"",516.151386140076,GJ,2020-12-01,459.374733664668
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",TSP,,"",516.151386140076,GJ,2020-12-01,459.374733664668
0.0112,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.12e-05,g/GJ,"US EPA (1998), chapter 1.4",Se,,"",516.151386140076,GJ,2020-12-01,0.00578089552476885
2.6,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",2.6,g/GJ,"US EPA (1998), chapter 1.4",NMVOC,,"",516.151386140076,GJ,2020-12-01,1341.9936039642
39.3,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",39.3,g/GJ,"US EPA (1998), chapter 1.4",CO,,"",516.151386140076,GJ,2020-12-01,20284.749475305
89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",89,g/GJ,"US EPA (1998), chapter 1.4",NOx,,"",516.151386140076,GJ,2020-12-01,45937.4733664667
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",PM10,,"",516.151386140076,GJ,2020-12-01,459.374733664668
7.6E-05,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",7.6e-08,g/GJ,"Nielsen et al., 2012",Cu,,"",516.151386140076,GJ,2020-12-01,3.92275053466458e-05
0.00051,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",5.1e-07,g/GJ,"Nielsen et al., 2012",Ni,,"",516.151386140076,GJ,2020-12-01,0.000263237206931439
0.244,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,EU Region,0.244,g/GJ,DBI 2014; Fluxys 2009-2011,SOx,,EU Region,516.151386140076,GJ,2020-12-01,125.940938218179
0.0015,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.5e-06,g/GJ,"Nielsen et al., 2012",Zn,,"",516.151386140076,GJ,2020-12-01,0.000774227079210114
