Value,Unit,source,category,type,tech,table,code,codetype,fuel,tech2,ef,unit,reference,pol,region,other,activity,unit_activity,date_activity,emissions
10,ng I-TEQ/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1e-08,g/GJ,UNEP (2005); Coal fired power boilers,PCDD/F,HERE,"",392.68075565211,GJ,2020-05-01,3.9268075565211e-06
1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.001,g/GJ,EMEP/EEA Guidebook (2006),Cu,HERE,"",392.68075565211,GJ,2020-05-01,0.39268075565211
3.3,ng WHO-TEG/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.3,g/GJ,"Grochowalski & Konieczyński, 2008",PCB,HERE,"",392.68075565211,GJ,2020-05-01,1295.84649365196
11.7,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",11.7,g/GJ,"US EPA (1998), chapter 1.7",TSP,HERE,"",392.68075565211,GJ,2020-05-01,4594.36484112969
9.7,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0097,g/GJ,"US EPA (1998), chapter 1.7",Ni,HERE,"",392.68075565211,GJ,2020-05-01,3.80900332982547
9.1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0091,g/GJ,"US EPA (1998), chapter 1.7",Cr,HERE,"",392.68075565211,GJ,2020-05-01,3.5733948764342
2.9,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0029,g/GJ,"US EPA (1998), chapter 1.7",Hg,HERE,"",392.68075565211,GJ,2020-05-01,1.13877419139112
1.8,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0018,g/GJ,"US EPA (1998), chapter 1.7",Cd,HERE,"",392.68075565211,GJ,2020-05-01,0.706825360173799
15,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.015,g/GJ,"US EPA (1998), chapter 1.7",Pb,HERE,"",392.68075565211,GJ,2020-05-01,5.89021133478165
7.9,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",7.9,g/GJ,"US EPA (1998), chapter 1.7",PM10,HERE,"",392.68075565211,GJ,2020-05-01,3102.17796965167
8.8,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0088,g/GJ,EMEP/EEA Guidebook (2006),Zn,HERE,"",392.68075565211,GJ,2020-05-01,3.45559064973857
1680,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1680,g/GJ,See note in Guidebook chapter,SOx,HERE,"",392.68075565211,GJ,2020-05-01,659703.669495545
1.4,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1.4,g/GJ,"US EPA (1998), chapter 1.7",NMVOC,HERE,"",392.68075565211,GJ,2020-05-01,549.753057912954
8.7,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",8.7,g/GJ,"US EPA (1998), chapter 1.7",CO,HERE,"",392.68075565211,GJ,2020-05-01,3416.32257417336
247,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",247,g/GJ,"US EPA (1998), chapter 1.7",NOx,HERE,"",392.68075565211,GJ,2020-05-01,96992.1466460712
6.7,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",6.7e-06,g/GJ,"Grochowalski & Konieczyński, 2008",HCB,HERE,"",392.68075565211,GJ,2020-05-01,0.00263096106286914
29,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",2.9e-05,g/GJ,"Wenborn et al., 1999",Benzo(k)fluoranthene,HERE,"",392.68075565211,GJ,2020-05-01,0.0113877419139112
37,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.7e-05,g/GJ,"Wenborn et al., 1999",Benzo(b)fluoranthene,HERE,"",392.68075565211,GJ,2020-05-01,0.0145291879591281
3.2,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.2,g/GJ,"US EPA (1998), chapter 1.7",PM2.5,HERE,"",392.68075565211,GJ,2020-05-01,1256.57841808675
14.3,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0143,g/GJ,"US EPA (1998), chapter 1.7",As,HERE,"",392.68075565211,GJ,2020-05-01,5.61533480582518
0.27,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.00027,g/GJ,Expert judgement derived from Guidebook (2006),Cu,HERE,"",392.68075565211,GJ,2020-05-01,0.10602380402607
1,% of PM2.5,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1,% of PM2.5,Kupiainen and Klimont (2007),BC,HERE,"",646.243573747369,GJ,2020-06-01,20.6797943599158
2.1,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",2.1e-06,g/GJ,"US EPA (1998), chapter 1.7","Indeno(1,2,3-cd)pyrene",HERE,"",646.243573747369,GJ,2020-06-01,0.00135711150486947
1.3,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1.3e-06,g/GJ,"US EPA (1998), chapter 1.7",Benzo(a)pyrene,HERE,"",646.243573747369,GJ,2020-06-01,0.00084011664587158
45,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.045,g/GJ,"US EPA (1998), chapter 1.7",Se,HERE,"",646.243573747369,GJ,2020-06-01,29.0809608186316
10,ng I-TEQ/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1e-08,g/GJ,UNEP (2005); Coal fired power boilers,PCDD/F,HERE,"",646.243573747369,GJ,2020-06-01,6.46243573747369e-06
1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.001,g/GJ,EMEP/EEA Guidebook (2006),Cu,HERE,"",646.243573747369,GJ,2020-06-01,0.646243573747369
3.3,ng WHO-TEG/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.3,g/GJ,"Grochowalski & Konieczyński, 2008",PCB,HERE,"",646.243573747369,GJ,2020-06-01,2132.60379336632
11.7,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",11.7,g/GJ,"US EPA (1998), chapter 1.7",TSP,HERE,"",646.243573747369,GJ,2020-06-01,7561.04981284422
9.7,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0097,g/GJ,"US EPA (1998), chapter 1.7",Ni,HERE,"",646.243573747369,GJ,2020-06-01,6.26856266534948
9.1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0091,g/GJ,"US EPA (1998), chapter 1.7",Cr,HERE,"",646.243573747369,GJ,2020-06-01,5.88081652110106
2.9,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0029,g/GJ,"US EPA (1998), chapter 1.7",Hg,HERE,"",646.243573747369,GJ,2020-06-01,1.87410636386737
1.8,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0018,g/GJ,"US EPA (1998), chapter 1.7",Cd,HERE,"",646.243573747369,GJ,2020-06-01,1.16323843274526
15,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.015,g/GJ,"US EPA (1998), chapter 1.7",Pb,HERE,"",646.243573747369,GJ,2020-06-01,9.69365360621053
7.9,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",7.9,g/GJ,"US EPA (1998), chapter 1.7",PM10,HERE,"",646.243573747369,GJ,2020-06-01,5105.32423260422
8.8,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0088,g/GJ,EMEP/EEA Guidebook (2006),Zn,HERE,"",646.243573747369,GJ,2020-06-01,5.68694344897685
1680,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1680,g/GJ,See note in Guidebook chapter,SOx,HERE,"",646.243573747369,GJ,2020-06-01,1085689.20389558
1.4,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1.4,g/GJ,"US EPA (1998), chapter 1.7",NMVOC,HERE,"",646.243573747369,GJ,2020-06-01,904.741003246317
8.7,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",8.7,g/GJ,"US EPA (1998), chapter 1.7",CO,HERE,"",646.243573747369,GJ,2020-06-01,5622.31909160211
247,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",247,g/GJ,"US EPA (1998), chapter 1.7",NOx,HERE,"",646.243573747369,GJ,2020-06-01,159622.1627156
6.7,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",6.7e-06,g/GJ,"Grochowalski & Konieczyński, 2008",HCB,HERE,"",646.243573747369,GJ,2020-06-01,0.00432983194410737
29,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",2.9e-05,g/GJ,"Wenborn et al., 1999",Benzo(k)fluoranthene,HERE,"",646.243573747369,GJ,2020-06-01,0.0187410636386737
37,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.7e-05,g/GJ,"Wenborn et al., 1999",Benzo(b)fluoranthene,HERE,"",646.243573747369,GJ,2020-06-01,0.0239110122286527
3.2,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.2,g/GJ,"US EPA (1998), chapter 1.7",PM2.5,HERE,"",646.243573747369,GJ,2020-06-01,2067.97943599158
14.3,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0143,g/GJ,"US EPA (1998), chapter 1.7",As,HERE,"",646.243573747369,GJ,2020-06-01,9.24128310458738
0.27,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.00027,g/GJ,Expert judgement derived from Guidebook (2006),Cu,HERE,"",646.243573747369,GJ,2020-06-01,0.17448576491179
1,% of PM2.5,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1,% of PM2.5,Kupiainen and Klimont (2007),BC,HERE,"",650.632460623325,GJ,2020-07-01,20.8202387399464
2.1,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",2.1e-06,g/GJ,"US EPA (1998), chapter 1.7","Indeno(1,2,3-cd)pyrene",HERE,"",650.632460623325,GJ,2020-07-01,0.00136632816730898
1.3,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1.3e-06,g/GJ,"US EPA (1998), chapter 1.7",Benzo(a)pyrene,HERE,"",650.632460623325,GJ,2020-07-01,0.000845822198810322
45,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.045,g/GJ,"US EPA (1998), chapter 1.7",Se,HERE,"",650.632460623325,GJ,2020-07-01,29.2784607280496
10,ng I-TEQ/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1e-08,g/GJ,UNEP (2005); Coal fired power boilers,PCDD/F,HERE,"",650.632460623325,GJ,2020-07-01,6.50632460623325e-06
1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.001,g/GJ,EMEP/EEA Guidebook (2006),Cu,HERE,"",650.632460623325,GJ,2020-07-01,0.650632460623324
3.3,ng WHO-TEG/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.3,g/GJ,"Grochowalski & Konieczyński, 2008",PCB,HERE,"",650.632460623325,GJ,2020-07-01,2147.08712005697
11.7,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",11.7,g/GJ,"US EPA (1998), chapter 1.7",TSP,HERE,"",650.632460623325,GJ,2020-07-01,7612.3997892929
9.7,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0097,g/GJ,"US EPA (1998), chapter 1.7",Ni,HERE,"",650.632460623325,GJ,2020-07-01,6.31113486804625
9.1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0091,g/GJ,"US EPA (1998), chapter 1.7",Cr,HERE,"",650.632460623325,GJ,2020-07-01,5.92075539167225
2.9,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0029,g/GJ,"US EPA (1998), chapter 1.7",Hg,HERE,"",650.632460623325,GJ,2020-07-01,1.88683413580764
1.8,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0018,g/GJ,"US EPA (1998), chapter 1.7",Cd,HERE,"",650.632460623325,GJ,2020-07-01,1.17113842912198
15,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.015,g/GJ,"US EPA (1998), chapter 1.7",Pb,HERE,"",650.632460623325,GJ,2020-07-01,9.75948690934987
7.9,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",7.9,g/GJ,"US EPA (1998), chapter 1.7",PM10,HERE,"",650.632460623325,GJ,2020-07-01,5139.99643892426
8.8,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0088,g/GJ,EMEP/EEA Guidebook (2006),Zn,HERE,"",650.632460623325,GJ,2020-07-01,5.72556565348526
1680,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1680,g/GJ,See note in Guidebook chapter,SOx,HERE,"",650.632460623325,GJ,2020-07-01,1093062.53384719
1.4,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1.4,g/GJ,"US EPA (1998), chapter 1.7",NMVOC,HERE,"",650.632460623325,GJ,2020-07-01,910.885444872654
8.7,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",8.7,g/GJ,"US EPA (1998), chapter 1.7",CO,HERE,"",650.632460623325,GJ,2020-07-01,5660.50240742292
247,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",247,g/GJ,"US EPA (1998), chapter 1.7",NOx,HERE,"",650.632460623325,GJ,2020-07-01,160706.217773961
6.7,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",6.7e-06,g/GJ,"Grochowalski & Konieczyński, 2008",HCB,HERE,"",650.632460623325,GJ,2020-07-01,0.00435923748617627
29,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",2.9e-05,g/GJ,"Wenborn et al., 1999",Benzo(k)fluoranthene,HERE,"",650.632460623325,GJ,2020-07-01,0.0188683413580764
37,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.7e-05,g/GJ,"Wenborn et al., 1999",Benzo(b)fluoranthene,HERE,"",650.632460623325,GJ,2020-07-01,0.024073401043063
3.2,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.2,g/GJ,"US EPA (1998), chapter 1.7",PM2.5,HERE,"",650.632460623325,GJ,2020-07-01,2082.02387399464
14.3,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0143,g/GJ,"US EPA (1998), chapter 1.7",As,HERE,"",650.632460623325,GJ,2020-07-01,9.30404418691354
0.27,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.00027,g/GJ,Expert judgement derived from Guidebook (2006),Cu,HERE,"",650.632460623325,GJ,2020-07-01,0.175670764368298
1,% of PM2.5,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1,% of PM2.5,Kupiainen and Klimont (2007),BC,HERE,"",550.261103505755,GJ,2020-08-01,17.6083553121841
2.1,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",2.1e-06,g/GJ,"US EPA (1998), chapter 1.7","Indeno(1,2,3-cd)pyrene",HERE,"",550.261103505755,GJ,2020-08-01,0.00115554831736208
1.3,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1.3e-06,g/GJ,"US EPA (1998), chapter 1.7",Benzo(a)pyrene,HERE,"",550.261103505755,GJ,2020-08-01,0.000715339434557481
45,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.045,g/GJ,"US EPA (1998), chapter 1.7",Se,HERE,"",550.261103505755,GJ,2020-08-01,24.761749657759
10,ng I-TEQ/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1e-08,g/GJ,UNEP (2005); Coal fired power boilers,PCDD/F,HERE,"",550.261103505755,GJ,2020-08-01,5.50261103505755e-06
1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.001,g/GJ,EMEP/EEA Guidebook (2006),Cu,HERE,"",550.261103505755,GJ,2020-08-01,0.550261103505755
3.3,ng WHO-TEG/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.3,g/GJ,"Grochowalski & Konieczyński, 2008",PCB,HERE,"",550.261103505755,GJ,2020-08-01,1815.86164156899
11.7,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",11.7,g/GJ,"US EPA (1998), chapter 1.7",TSP,HERE,"",550.261103505755,GJ,2020-08-01,6438.05491101733
9.7,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0097,g/GJ,"US EPA (1998), chapter 1.7",Ni,HERE,"",550.261103505755,GJ,2020-08-01,5.33753270400582
9.1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0091,g/GJ,"US EPA (1998), chapter 1.7",Cr,HERE,"",550.261103505755,GJ,2020-08-01,5.00737604190237
2.9,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0029,g/GJ,"US EPA (1998), chapter 1.7",Hg,HERE,"",550.261103505755,GJ,2020-08-01,1.59575720016669
1.8,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0018,g/GJ,"US EPA (1998), chapter 1.7",Cd,HERE,"",550.261103505755,GJ,2020-08-01,0.990469986310358
15,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.015,g/GJ,"US EPA (1998), chapter 1.7",Pb,HERE,"",550.261103505755,GJ,2020-08-01,8.25391655258632
7.9,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",7.9,g/GJ,"US EPA (1998), chapter 1.7",PM10,HERE,"",550.261103505755,GJ,2020-08-01,4347.06271769546
8.8,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0088,g/GJ,EMEP/EEA Guidebook (2006),Zn,HERE,"",550.261103505755,GJ,2020-08-01,4.84229771085064
1680,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1680,g/GJ,See note in Guidebook chapter,SOx,HERE,"",550.261103505755,GJ,2020-08-01,924438.653889668
1.4,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1.4,g/GJ,"US EPA (1998), chapter 1.7",NMVOC,HERE,"",550.261103505755,GJ,2020-08-01,770.365544908056
8.7,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",8.7,g/GJ,"US EPA (1998), chapter 1.7",CO,HERE,"",550.261103505755,GJ,2020-08-01,4787.27160050006
247,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",247,g/GJ,"US EPA (1998), chapter 1.7",NOx,HERE,"",550.261103505755,GJ,2020-08-01,135914.492565921
6.7,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",6.7e-06,g/GJ,"Grochowalski & Konieczyński, 2008",HCB,HERE,"",550.261103505755,GJ,2020-08-01,0.00368674939348856
29,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",2.9e-05,g/GJ,"Wenborn et al., 1999",Benzo(k)fluoranthene,HERE,"",550.261103505755,GJ,2020-08-01,0.0159575720016669
37,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.7e-05,g/GJ,"Wenborn et al., 1999",Benzo(b)fluoranthene,HERE,"",550.261103505755,GJ,2020-08-01,0.0203596608297129
3.2,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.2,g/GJ,"US EPA (1998), chapter 1.7",PM2.5,HERE,"",550.261103505755,GJ,2020-08-01,1760.83553121841
14.3,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.0143,g/GJ,"US EPA (1998), chapter 1.7",As,HERE,"",550.261103505755,GJ,2020-08-01,7.86873378013229
0.27,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.00027,g/GJ,Expert judgement derived from Guidebook (2006),Cu,HERE,"",550.261103505755,GJ,2020-08-01,0.148570497946554
1,% of PM2.5,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1,% of PM2.5,Kupiainen and Klimont (2007),BC,HERE,"",499.637598732185,GJ,2020-09-01,15.9884031594299
2.1,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",2.1e-06,g/GJ,"US EPA (1998), chapter 1.7","Indeno(1,2,3-cd)pyrene",HERE,"",499.637598732185,GJ,2020-09-01,0.00104923895733759
1.3,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1.3e-06,g/GJ,"US EPA (1998), chapter 1.7",Benzo(a)pyrene,HERE,"",499.637598732185,GJ,2020-09-01,0.000649528878351841
45,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.045,g/GJ,"US EPA (1998), chapter 1.7",Se,HERE,"",499.637598732185,GJ,2020-09-01,22.4836919429483
10,ng I-TEQ/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",1e-08,g/GJ,UNEP (2005); Coal fired power boilers,PCDD/F,HERE,"",499.637598732185,GJ,2020-09-01,4.99637598732185e-06
1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",0.001,g/GJ,EMEP/EEA Guidebook (2006),Cu,HERE,"",499.637598732185,GJ,2020-09-01,0.499637598732185
3.3,ng WHO-TEG/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",3.3,g/GJ,"Grochowalski & Konieczyński, 2008",PCB,HERE,"",499.637598732185,GJ,2020-09-01,1648.80407581621
11.7,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-3,1.A.1.a,NFR,Brown Coal,"",11.7,g/GJ,"US EPA (1998), chapter 1.7",TSP,HERE,"",499.637598732185,GJ,2020-09-01,5845.75990516657
